datetime,open,high,low,close,volume,openinterest
2023-03-07,94.548013118929,95.16257530616232,93.57199786505568,94.94994812181258,3829,0
2023-03-08,91.2841399662933,93.0769736984856,92.21372214502085,93.07072467743546,2613,0
2023-03-09,92.54681112447174,95.32839824770934,90.45008653841369,91.16281825217204,2597,0
2023-03-10,89.45531449059574,93.99495460001121,87.8299140570032,89.73885913668732,8041,0
2023-03-11,90.26888591149856,94.20736649172602,86.43655773301558,90.706993786762,8342,0
2023-03-12,89.49646110443912,88.97985221251716,87.7337772304186,88.88988170516288,7548,0
2023-03-13,91.4260337930579,94.80009910758622,89.30401655306922,90.85914950646942,5979,0
2023-03-14,90.70886711448797,91.91543386629999,85.67006857101285,89.24954225101223,7655,0
2023-03-15,91.16337436182647,95.13581574778105,87.99549152369329,91.08592495247784,1368,0
2023-03-16,90.65399333368701,94.46679640426821,87.30502590735938,91.31754555311888,2035,0
2023-03-17,89.01665024354037,90.55617990106005,86.96776634232289,89.65959759917426,3346,0
2023-03-18,89.60736739030135,92.41306714703585,88.42277253324681,91.40047380644411,8105,0
2023-03-19,91.19353408528647,92.90685362438255,86.90603854254694,89.65257504993725,1054,0
2023-03-20,89.14748897271865,94.22054120253377,87.88083260482469,89.78745106561153,8282,0
2023-03-21,91.18575713760548,92.01965016304806,90.21389905328995,90.36262815695439,5964,0
2023-03-22,92.39230415726081,93.54442390097176,88.72573795050214,92.03594670777866,6914,0
2023-03-23,93.21435035965499,94.31840956054408,90.9800750395519,91.40883144468984,6493,0
2023-03-24,92.4342032048484,96.1533664278037,89.51013879639986,91.7450454146401,1048,0
2023-03-25,90.08421685051897,92.51021597461215,88.60034031717349,90.81701793921744,3761,0
2023-03-26,89.5389740845723,94.01562799654688,88.90111689628758,90.42410274398236,3253,0
2023-03-27,89.3941348647671,93.47807040941353,89.58099687029804,90.91499625338365,7127,0
2023-03-28,88.07838068682302,93.96633895705092,88.07123276207028,89.69204085372748,7293,0
2023-03-29,92.99924468166391,91.72586563464756,87.52052527980568,91.23713079948851,5097,0
2023-03-30,91.3985889161349,95.7800602307833,91.52888312875906,92.29042059654816,6743,0
2023-03-31,95.3351733249767,98.35821779911473,91.12944755635358,93.87405906465442,7733,0
2023-04-01,93.14134688976486,95.01533704789352,92.90971799265039,93.96463078090827,5674,0
2023-04-02,94.68973749459855,95.60228670368033,89.52863549199093,93.55972988381045,4631,0
2023-04-03,93.51236844450777,95.64597259451047,91.77102551103842,93.10920772651677,9896,0
2023-04-04,93.86776355343599,97.72393512199453,91.81344819837906,93.7287661045548,6749,0
2023-04-05,93.601862691849,95.77806006753585,93.45094957215963,95.37709179617244,2650,0
2023-04-06,92.11872439907818,94.49777248486619,91.76329864879789,93.72232965978372,4867,0
2023-04-07,92.96652997972771,94.16330824598079,88.91256972939725,93.43079968933264,2347,0
2023-04-08,96.38800657096746,96.86615436723419,91.243470370404,95.05115748201692,6264,0
2023-04-09,95.38763520902667,96.69763707834753,92.43278527874038,94.24593313523107,6611,0
2023-04-10,94.7476317118502,97.48601543943852,93.83173217641651,93.87346747192737,5799,0
