datetime,open,high,low,close,volume,openinterest
2023-01-29,100.49129208831452,103.48512239276054,94.52248895553265,98.78495259939255,8487,0
2023-01-30,100.30665310671876,103.95587370164816,98.2585664599583,99.3728416356833,1765,0
2023-01-31,96.36744528515574,99.83535514470437,96.21707854183275,97.45653575244026,7669,0
2023-02-01,98.31911802185924,99.57739624239014,99.30893358055458,99.39107085089987,7268,0
2023-02-02,99.65651649753602,103.81200344236177,98.11228169842208,101.3527418938251,4506,0
2023-02-03,100.77597712763772,104.93139261151609,98.50760469503666,100.2892688601292,3183,0
2023-02-04,102.90886287865163,104.9335084515467,98.39171855430125,101.84192704989468,1217,0
2023-02-05,102.19135179370426,105.32942383899541,98.64079090429318,102.19373718430252,9490,0
2023-02-06,102.65438881135258,103.40202780541902,100.9837247725802,103.3554465461448,4736,0
2023-02-07,101.65086345700328,106.01439239874709,102.38522347306436,103.55618039920552,4930,0
2023-02-08,101.6118743751659,104.25024904262034,97.68724445900607,102.21176865482026,7729,0
2023-02-09,101.99393058215831,104.19144118499548,101.2931205118396,103.72121214712128,8684,0
2023-02-10,101.29392850320401,105.04086230326166,102.93623483614708,102.98406140305765,9509,0
2023-02-11,103.77597571911367,107.75368926823184,99.68574803043686,103.61595834714619,4683,0
2023-02-12,106.14812860151962,108.15191596752801,102.80821045630277,104.81519167309332,2609,0
2023-02-13,106.4596894758065,109.39941976456899,103.66861447143239,104.81931686807603,2731,0
2023-02-14,105.64941460037049,106.40396854167804,101.93615103335907,105.65389019264289,8987,0
2023-02-15,104.27475562861423,107.44445473293364,102.43943086614068,104.38131786760871,3578,0
2023-02-16,104.83676694620414,106.86450402346496,100.09617417349504,104.00435539591534,3438,0
2023-02-17,102.33218942951223,105.14151524921816,97.98181715856309,102.3940591271557,3890,0
2023-02-18,102.12943400805328,108.01309000590058,102.11746131841466,103.34591770366258,1989,0
2023-02-19,101.34174734386609,102.6919975107522,101.9759909907903,102.30311683455042,2930,0
2023-02-20,104.45235856378149,104.99943540990849,101.13795884219896,102.84298938923602,6877,0
2023-02-21,99.5110707507253,104.98553609837953,97.2142596634617,101.22676854235834,2360,0
2023-02-22,101.60562345161829,104.68291250463442,99.53065848515133,103.16249487531898,4378,0
2023-02-23,100.47990566693109,106.36591817126023,97.91802720544186,102.43484741262881,5062,0
2023-02-24,100.54642881573412,104.86667904983416,95.59397929584071,100.52461345082013,8673,0
2023-02-25,97.04994498325048,103.37023726212479,95.09348563663772,98.54358061169924,3320,0
2023-02-26,100.28085559443407,101.86462510023755,94.8834105457309,98.56338655687958,4282,0
2023-02-27,96.800549545168,100.29006698248591,95.68382553058856,96.99381017364036,5858,0
2023-02-28,96.49907711976255,97.00622078072038,93.78121606838845,95.97678790724875,3921,0
2023-03-01,96.10397777611003,95.68731751892591,92.93130907665018,94.9833623976251,1541,0
2023-03-02,93.02351247722427,96.86038934129047,90.03933123704039,94.04823699384606,6799,0
2023-03-03,94.5691880076088,99.51602355786389,91.28315405496583,95.24262080381492,1736,0
2023-03-04,92.98501462587048,93.98820832733398,92.12264065966497,93.92259688753313,8763,0
2023-03-05,94.63917994694715,95.27905643476336,89.93584588312966,93.2656879405157,1670,0
2023-03-06,93.5818853666757,96.62778757089079,92.6848128130683,95.08619936975599,9045,0
2023-03-07,92.66514586188775,94.25597253826352,92.57111504912166,94.08162199053355,3893,0
2023-03-08,95.1901527052235,97.30378796694785,91.31626159522882,95.60643225804026,7207,0
2023-03-09,95.31639044234834,95.93157971591734,94.43246817871557,95.91848075455596,5595,0
2023-03-10,94.95619494783743,96.86697922342046,92.96675506475353,95.76636205666712,2638,0
2023-03-11,97.92503992472993,97.71015539656679,93.23959501347709,96.43414138547959,4576,0
2023-03-12,98.94409718940568,103.27139871757335,96.65901331414686,98.41395486886822,8327,0
2023-03-13,98.50782250994277,99.95836831147038,96.09481579514318,96.82978688250769,4455,0
2023-03-14,97.01209074848703,98.13334038800478,95.32555081878799,96.9362143813869,7868,0
2023-03-15,95.69359229862712,95.96407886861148,92.10588243525812,95.24804102226648,7816,0
2023-03-16,95.77299694671177,95.45318158881737,93.43319069464532,94.82823732622231,1018,0
2023-03-17,97.37534144811397,96.13075041593669,91.31826928087519,95.61102257191253,8356,0
2023-03-18,94.41923029084874,97.27800620057278,95.37815576351264,95.94578992325475,7760,0
2023-03-19,96.42870203876566,96.2817233770226,91.72668052102867,95.8150751330004,3677,0
2023-03-20,98.06671391600922,96.59059866178055,92.27740097931685,96.21504206339702,9005,0
2023-03-21,95.608665590568,98.23859821508691,93.86808064358159,95.31557604329795,5676,0
2023-03-22,93.87865147751576,94.92902516260892,91.4874584264668,94.54548447165512,2499,0
2023-03-23,94.7997435556627,96.43746685075587,89.46069649360841,94.05916070784859,4676,0
2023-03-24,94.35649648059689,93.72083012703716,88.80043047253525,92.9008978265392,1357,0
2023-03-25,92.84016113378038,97.02857592523132,90.7006093339919,94.41471122227978,9557,0
2023-03-26,92.68863064177029,97.39650923400531,92.12888120533361,93.79613982432838,7973,0
2023-03-27,93.37755401234047,95.68608385134482,92.77620835921344,93.65803148801339,9081,0
2023-03-28,94.53510280402266,93.81807274011778,92.72333734897622,93.25999351991686,3081,0
2023-03-29,93.31289281839045,93.42138460244655,90.97831461545242,92.08196758175869,7668,0
2023-03-30,95.06147578317584,94.86555673864179,89.71516078224047,93.86840742412527,4177,0
2023-03-31,95.22866484020852,96.65818115647204,91.00150717223333,93.48894646210961,1588,0
2023-04-01,92.66987389701879,95.27396712591012,93.05794425794086,94.04289824146409,1398,0
2023-04-02,93.48951974913408,96.16726119459356,89.70282456006031,92.83132563198342,5738,0
2023-04-03,93.9528659868164,94.89732321920111,87.91055917847808,92.52038580774945,4752,0
2023-04-04,95.61111207356963,96.7011843606706,92.26734821265416,93.76132007985301,3406,0
2023-04-05,94.22017410866016,94.63944172149279,90.6082340995846,93.05796925101605,4231,0
2023-04-06,91.6426835302541,92.28526687243563,88.9473069545203,91.2945433507405,8235,0
2023-04-07,90.48307935757123,91.27954001155511,86.43415610134888,90.92513244049745,5902,0
2023-04-08,88.99923096792122,92.94536947177023,87.73113174852627,89.18239198804002,6303,0
2023-04-09,88.23964722037485,90.0242701253138,88.0507649643203,89.40394914691237,2703,0
2023-04-10,89.41197085174448,89.90593526631598,84.39462829510491,87.70236313792493,8298,0
